Dn,PrCode ,Product Description           ,Unit ,OBQty  ,OBVal    ,RcptQty,RcptVal  ,CBQty  ,CBVal    ,AdjQty ,SaleQty,SaleVal
00,0015211,EXTEL 20 TABLETS              ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015212,EXTEL 40 Tabs 10s             ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015219,EXTEL 80 Tabs 10s             ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015213,EXTEL AM Tabs 10s             ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015218,EXTEL CT 80 Tabs 10s          ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015214,EXTEL CT FORTE Tabs 10s       ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015051,FAS-3 KIT                     ,KIT  ,   502 ,   51204 ,   840,   85680,   418 ,   42636 ,     1 ,   923,   94146
00,0015074,FEMINORA GEL VAGINAL          ,3s   ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015196,FEXONA TABS                   ,10s  ,     4 ,     372 ,     0,       0,     3 ,     279 ,     0 ,     1,      93
00,0015135,FLUVIR JUNIOR SYP             ,30ml ,    47 ,    7614 ,     0,       0,    47 ,    7614 ,     0 ,     0,       0
00,0015222,FOLSPAN CAPSULE 10s           ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015053,GABAQUIL 30gm                 ,30gm ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015201,GLUCOWISE 20 Tabs 10s         ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015203,GLUCOWISE M PLUS Tabs 10s     ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015202,GLUCOWISE M Tabs 10s          ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015081,HERAFT 150ML SUSPENSION       ,150ml,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015122,HIFEN 400 TABS                ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015129,HIFEN AZ 125mg TAB            ,10s  ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015168,HIFEN CV 50 DRY SYP 30ml      ,30ml ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015124,HIFEN DROPS 10ml              ,10ml ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
00,0015179,HIFEN REDIMIX 50mg 30ml       ,30ml ,     0 ,       0 ,     0,       0,     0 ,       0 ,     0 ,     0,       0
